事件ID: 事件总数    最后一日事件数
景江苑小区业主服务中心2017年1月服务工作报告: 56    0
景江苑小区业主服务中心2017年2月服务工作报告: 25    0
景江苑小区业主服务中心2017年3月服务工作报告: 27    0
景江苑小区业主服务中心2017年4月服务工作报告: 33    0
景江苑小区业主服务中心2017年5月服务工作报告: 12    0
景江苑小区业主服务中心2017年6月服务工作报告: 17    0
景江苑小区业主服务中心2017年7月服务工作报告: 35    0
景江苑小区业主服务中心2017年8月服务工作报告: 22    0
景江苑小区业主服务中心2017年9月份服务工作报告: 38    0
景江苑小区业主服务中心2018年1月服务工作报告: 21    0
景江苑小区业主服务中心2018年2月服务工作报告: 4    0
景江苑小区停车管理办法: 174    0
景江苑小区春节温馨提示: 44    0
景江苑小区春节特别温馨提示: 56    0
景江苑小区消防实战演习活动报名-发帖: 27    0
景江苑小区消防演习圆满结束: 21    0
景江苑小区清洗水箱检测报告: 82    0
景江苑小区监控和楼宇可视对讲系统改造招标公告: 99    0
景江苑小区车位车牌识别系统启用温馨提示: 53    0
景江苑水景“变身记”: 102    0
景江苑测试公告: 1    0
景江苑管道燃气安检通知: 49    0
景讲堂-冬季篇 秋裤的重要性: 3    0
暑假安全温馨提示: 38    0
服务条款: 22    0
本小区拒绝群租的公告: 110    0
杭州市少儿医保参保人员健康体检通知: 97    0
极品莱山蜜 原产地直销限量抢购-发帖: 32    0
梅雨季节温馨提示: 48    0
欢迎go home: 11    0
欢迎您回家: 273    0
水费: 4591    0
水龙头: 205    0
活动报名填写信息: 63    0
活动测试维斯布鲁克-发帖: 44    0
测试一下banner: 4    0
测试不报名的活动-发帖: 1    0
测试活动001-发帖: 14    0
测试活动002-发帖: 43    0
测试测试测试小区动态测试: 20    0
消杀通知: 41    0
清理楼道堆物通知: 46    0
渗漏修缮提示: 81    0
温馨提示: 491    0
温馨提示：天气转冷，注意出行安全: 24    0
温馨提醒: 133    0
灭鼠通知: 75    0
灯具电路: 480    0
热烈祝贺爱家田螺APP登陆万源城逸郡: 91    0
爱家田螺APP使用指引: 186    0
爱家田螺APP更新紧急通知！: 16    0
爱家田螺APP更新通知！: 77    0
爱家田螺APP缴费功能前期调试通知: 59    0
爱家田螺（APP）支付功能开通的通知: 63    0
物业智能服务工具管家田螺APP升级通知: 26    0
物业费: 1331    0
猜灯谜 闹元宵-发帖: 25    0
猜灯谜 闹元宵|我在东区广场等你哟~: 24    0
生活缴费使用指南: 2    0
生活缴费指南: 32    0
田螺到家  生活无忧: 1    0
田螺到家 生活无忧: 191    0
申领垃圾袋: 1408    0
电子收据: 184    0
电梯整改温馨提示: 134    0
碧景园logo测试: 4    0
秋之雅韵 约会杭州: 104    0
租车位: 31    0
端午节温馨提示: 67    0
管道疏通: 288    0
续费: 43    0
维护全体业主利益  保护小区公共车位: 59    0
缴物业费: 4740    0
缴费小贴士: 100    0
美丽家园项目施工动态: 126    0
美丽家园项目施工动态（三）: 103    0
美丽家园项目施工动态（二）: 84    0
羽毛球场即日向业主开放喽！: 67    0
职业: 35    0
腊八活动: 30    0
腊八节 | 过了腊八就是年: 40    0
致全体居民群众的公开信: 171    0
致小天使们带来的温暖！: 118    0
花香温暖冬的凉气    把最好的送给自己-发帖: 56    0
表扬: 927    0
表扬具体人员: 304    0
装修管理办法: 8    0
议事详情: 229    0
贝尔希斯曼音乐教育: 2    0
车位租售设置: 25    0
车位费: 485    0
车辆信息登记，方便你我他: 191    0
车辆管理规定: 116    0
通   知: 19    0
通 知: 42    0
通知: 129    0
逸郡小区收支报表月度公示通知: 113    0
逸郡第一届业委会工作回顾 暨2017年工作总结: 28    0
邻里圈活动报名列表: 532    0
重新设置密码: 633    0
重要通知: 107    0
重阳节-发帖: 18    0
门窗: 60    0
问我: 2    0
阅读: 1    0
防台风通知: 19    0
防患未然——景江苑“生命通道”清理行动: 74    0
防暑降温，安全用电！: 25    0
防汛防台温馨提醒: 22    0
防火温馨提醒: 62    0
防雪抗冻温馨提示: 13    0
降温通知: 10    0
限量限时！建德严选优质草莓-发帖: 263    0
雨雪天家里如何防冻保温？: 27    0
预防登革热病的公开信: 54    0
高考温馨提示: 34    0
事件ID: 事件总数    最后一日事件数
首页: 265167    1024
我的: 100763    667
邻里圈: 126615    465
我的快递: 151453    451
账单列表: 5214    342
详情: 69216    196
运单信息: 58638    179
生活缴费: 24882    162
爱家田螺客服: 10208    76
个人资料: 6347    73
个人详情: 8782    64
报修详情: 19818    63
维修报修: 11637    62
投诉详情: 20802    61
登录: 7724    56
投诉表扬: 8246    51
个人信息: 2847    40
我的邻里圈资料: 898    36
填写手机号: 3656    35
我的报修单: 5037    34
房屋信息: 1986    26
设置密码: 2092    26
注册成功: 1633    24
出入申请: 3754    23
投诉: 2730    20
消息: 11633    18
留言并评价: 1222    18
通行证: 1270    18
更多: 3783    17
历史签收: 8249    14
账单详情: 2418    14
小区收支: 121    13
关于浙地人家快递领取的通知: 36    12
其他: 544    9
室内漏水: 523    9
支付成功: 2427    8
访客申请: 1315    8
常用电话: 1464    7
我的出入申请: 1489    7
投票: 3104    7
投诉具体人员: 532    7
景江苑业主服务中心专业服务2018年3月份工作计划: 16    7
爆料详情: 1340    7
xiaoqudongtai: 56    6
车位信息: 1284    6
邻里、社区、物业一家亲——公明物业元宵活动圆满落幕: 18    6
邻里生活: 883    6
未评价: 354    5
关于小区油漆保养的温馨提示: 19    4
关于我们: 774    3
我的账单: 14593    3
专题详情: 284    2
发生地点: 456    2
天水最可爱的人，是他们奋不顾身第一时间冲进火场！: 66    2
意见建议: 462    2
昵称: 76    2
欢迎回家: 93    2
浙地人家业主，欢迎您回家: 11    2
物品放行申请: 476    2
车位详情: 295    2
迎新送福，“自己写春联”活动特刊！: 75    2
邻里求助: 267    2
门禁: 336    2
【新春送福】天水家园物业服务中心送春联啦！: 44    1
不文明养狗行为大曝光: 87    1
个性签名: 24    1
今天，景江苑除雪防冻第一线的背影: 50    1
任务详情: 99    1
修改姓名: 285    1
公明物业向您问好: 49    1
关于39幢114单元一楼通道着火情况的通报: 89    1
关于不在小区燃放烟花爆竹的倡议: 72    1
关于不在小区燃放烟花爆竹的倡议书: 22    1
关于小区用户电表箱相继起火及处置情况报道: 67    1
关于开通天水家园交纳物业费渠道的告知: 270    1
关怀暖人心|社区、业委会慰问物业安保人员: 63    1
厨卫: 259    1
新手操作指南: 167    1
条形码扫描: 402    1
电梯: 392    1
表扬详情: 2177    1
这款超管用的App，你真的不要下一个?: 10    1
邻里活动: 69    1
邻里闲置: 177    1
: 882    0
      维护全体业主利益  保护小区公共车位: 23    0
    腊八节来一碗腊八粥: 73    0
 景江苑业主服务中心专业服务2018年1月份工作计划: 45    0
 温馨提醒: 80    0
2017年10月物业服务工作报告: 58    0
2017年8月逸郡小区物业服务工作报告: 70    0
2017年9月逸郡小区物业服务工作报告: 81    0
2017年度逸郡小区优秀志愿者表彰: 31    0
2017年逸郡客服中心工作总结暨2018年工作目标: 20    0
2018元旦特别活动开始咯，快来瞧瞧吧~: 139    0
2018年1月物业服务工作报告: 30    0
2018年度物业费缴费优惠活动: 15    0
7-8幢无主车辆认领的通知: 34    0
mobileEditor测试: 1    0
zzzzzzzz: 26    0
|紧急提醒|下雨！下雪！刮大风！最凶险的天气来了~: 25    0
|紧急提醒|大降温！下雨！下雪！刮大风！最凶险的天气来了~: 4    0
“同心同力”备战双十一: 106    0
【保卫】你堵住的不仅仅是楼道，是生命通道！: 39    0
【圣诞老人来敲门】-发帖: 60    0
万源城“邻里美食节”活动通知: 49    0
万源城逸郡第一届业委会工作回顾 暨2017年工作总结: 9    0
与业主关系: 77    0
世界狂犬病日宣传活动: 13    0
业主大大，物业喊你批阅近期工作汇报啦！: 264    0
业主真实姓名: 84    0
业委会重点工作会议纪要: 46    0
中元节温馨提示: 59    0
中秋假期值班告示: 35    0
为您的安全出行开道: 35    0
亲子活动大片集锦，快看谁是最萌“景江宝贝”！: 116    0
从今天开始，迎接春节！: 39    0
付款: 4011    0
代收2016年费用的通知: 75    0
住宅公共维修费: 173    0
停水通知: 96    0
停车场: 199    0
催费通知: 40    0
元宵民俗游园会: 18    0
元宵灯谜活动-发帖: 5    0
元旦特别活动-发帖: 148    0
免费参加消防演习，增强应急求生能力-发帖: 17    0
免费注射狂犬疫苗通知: 62    0
公共权益声明: 39    0
公共水电: 126    0
公共照明: 459    0
公共设备: 221    0
公告: 78    0
公明物业向全体业主问好: 123    0
公明物业向您问好！: 8    0
公明物业在天水家园（一期）干了啥？: 35    0
共创美好家园: 66    0
共创美好家园-工程整改: 92    0
关于1-2单元停电通知: 81    0
关于13幢42单元自行车库配电箱起火的情况说明: 67    0
关于2016年杭州马拉松滨江段交通管制的温馨提醒: 96    0
关于24幢49单元自行车库漏水维修通知: 72    0
关于2月5日白天短时停电的通知: 57    0
关于2月8日白天间歇性停电的通知: 45    0
关于之江社区文艺演出通知: 58    0
关于停车费到期的温馨提: 44    0
关于停车费到期的温馨提醒: 70    0
关于公共部位清理的紧急通知: 70    0
关于加强丰巢快递柜前快递堆放管理的通知: 60    0
关于单元楼道及地下室车库清理通知: 100    0
关于及时缴纳物业服务费及水费的公告: 49    0
关于召开2018年逸郡业主迎春座谈会的通知: 43    0
关于召开业主大会对外墙渗水施工单位确定的通知: 50    0
关于园区老鼠消杀工作进度通告: 53    0
关于地下车库维修的通知: 28    0
关于外墙渗水维修顺延的通知: 21    0
关于外墙渗漏修补的温馨提示: 31    0
关于外来人员必须提前验证后方可进入的通知: 39    0
关于天水家园39幢114单元一楼通道着火情况的通报: 4    0
关于安全使用电梯的温馨提示: 61    0
关于对儿童乐园塑胶地坪进行更新的公告: 41    0
关于对公共区域进行蚊虫消杀的通知: 4    0
关于对外墙渗水施工单位投票的通知: 16    0
关于对外墙渗水面积重新统计的通知: 21    0
关于小区中、高层区停水的公告: 205    0
关于小区入口标识牌更换的工作推进报告: 135    0
关于小区楼道、地下室杂物清理通知: 67    0
关于延长太实物业服务期限的公告: 75    0
关于开展2018年度物业费缴费优惠活动的公告: 14    0
关于快递员包裹寄存物业中心流程: 31    0
关于快递领取的温馨提示: 128    0
关于招募小区志愿者公告: 121    0
关于景江苑小区2016年度消防演习的通知: 35    0
关于景江苑小区取件通知: 154    0
关于更换物业服务APP通知: 129    0
关于爱家田螺APP车位费生成账单期限公告: 154    0
关于爱家田螺下载注册的说明: 15    0
关于爱家田螺车位管理费在线缴纳功能上线通知: 103    0
关于物业中心快递寄存服务与相关问题公告: 176    0
关于物业中心快递寄存服务公告: 15    0
关于组建外墙施工督查小组的通知: 19    0
关于联合催缴小区物业服务费用的公告: 111    0
关于车位信息系统上线通知: 265    0
关于配合做好小区外破损路面 修复和改造工作的公告: 93    0
关于防御暴雨的温馨提示: 50    0
再次停水通知: 19    0
冬季家电清洗大优惠-发帖: 53    0
冬季家电清洗大优惠活动-发帖: 18    0
冬季家电清洗大特惠-发帖: 121    0
冬季防火防盗安全温馨提示: 26    0
包警长卖菊花-发帖: 44    0
包警长卖身活动测试-发帖: 5    0
包警长卖身测试-发帖: 4    0
包警长卖身测试1-发帖: 3    0
区文明办“滨滨有礼”倡议书: 11    0
十里桃林  赏春攻略: 197    0
十里桃林 赏春攻略: 6    0
十里桃花联谊会: 29    0
卖木炭-发帖: 5    0
卖草莓咯-发帖: 3    0
双十一风波，您的快递“火了”！: 79    0
发帖: 60    0
可视对讲: 224    0
台风温馨提醒: 82    0
告燃气用户书: 92    0
周报: 52    0
回复: 181    0
国庆中秋同庆: 47    0
圣诞活动-发帖: 32    0
圣诞特惠 月订鲜花服务-发帖: 55    0
圣诞特惠 花香温暖冬的凉气-发帖: 9    0
圣诞老人来敲门-发帖: 298    0
圣诞节活动: 1    0
圣诞节活动-发帖: 549    0
在甜品里邂逅中国风: 163    0
夏季防火温馨提示: 32    0
大家电: 145    0
天气变化温馨提示: 26    0
天水家园一期装修手续办理流程: 96    0
天水家园元旦特别活动: 9    0
天水家园圣诞活动特辑，快来瞅瞅吧！: 141    0
天水家园（一期）公明物业在行动: 129    0
天水家园（一期）公明物业在行动-第四季: 7    0
天水家园（一期）公明物业在行动（第四季）: 168    0
天水家园（一期）小区出入管理温馨提示: 114    0
天水家园（一期）物业服务中心装修管理办法: 59    0
天水家园（一期）相关费用收取标准: 628    0
天水家园（一期），公明物业在行动（第三季）: 131    0
天水家园（一期），公明物业在行动（第二季）: 159    0
天水家园（一期），公明物业在行动（第五季）: 142    0
天水最可爱的人，是他们奋不顾身一时间冲进火场！: 8    0
失物招领: 45    0
守护家园 全新上线: 65    0
守护家园功能上线啦！: 74    0
安居宝楼宇可视对讲（门禁）户内分机选择 （仅供参考）: 358    0
官方活动: 2    0
审批: 34    0
审批详情: 3    0
家电大清洗: 12    0
家电清洗大特惠！-发帖: 51    0
密码重置成功: 539    0
小区文件: 16    0
小区靓丽的风景线: 174    0
小家电: 134    0
平凡的世界: 24    0
庄桥电瓶车防盗系统安装补助券发放通知: 144    0
开学季: 8    0
开学季-发帖: 97    0
开学季亲子活动大片集锦，快来看看谁是最萌的“景江宝贝”！: 45    0
开学季亲子活动大片集锦，快看看谁是最可爱的“景江宝贝”！: 9    0
开学季亲子特别活动“秘密花园绘画+彩泥创意DIY”-发帖: 23    0
开学季在景江苑让孩子玩转 风靡全球的秘密花园绘画游戏-发帖: 9    0
开学季特别活动秘密花园绘画+彩泥创意DIY-发帖: 5    0
开锁: 182    0
弱电井杂物的通知: 128    0
志愿者: 2    0
快递取件流程: 127    0
快递员包裹寄存物业中心流程: 257    0
急报！如果你真的关心你的家，请细细阅读这份报告吧~: 63    0
慰问高温下的小区服务人员: 220    0
我的优惠券: 785    0
我的账: 2    0
我的车位: 356    0
我要爆料: 188    0
投票结果: 684    0
投票页面: 840    0
投诉转表扬: 187    0
报名一起玩: 576    0
换表通知: 163    0
摇一摇开门: 3    0
收支公开: 2519    0
收费标准: 145    0
数据中心: 1    0
文件公开: 248    0
文明养宠温馨提示: 58    0
文章: 22    0
新年送“福”，活动倒计时！: 43    0
春节活动-发帖: 169    0
春节温馨提示: 42    0
景江苑“水景”变身记: 146    0
景江苑“水池”变身记: 20    0
景江苑业主专属亲子特别活动——“秘密花园绘画+彩泥创意DIY”-发帖: 401    0
景江苑业主服务中心 业主服务中心 专业服务2017年 3  月份工作计划: 46    0
景江苑业主服务中心专业服务2017年 6月份工作计划: 4    0
景江苑业主服务中心专业服务2017年 8月份工作计划: 45    0
景江苑业主服务中心专业服务2017年10月份工作计划: 86    0
景江苑业主服务中心专业服务2017年11月份工作计划: 73    0
景江苑业主服务中心专业服务2017年12月份工作计划: 118    0
景江苑业主服务中心专业服务2017年3月份工作计划: 67    0
景江苑业主服务中心专业服务2017年4月份工作计划: 79    0
景江苑业主服务中心专业服务2017年5月份工作计划: 113    0
景江苑业主服务中心专业服务2017年6月份工作计划: 33    0
景江苑业主服务中心专业服务2017年7月份工作总结: 56    0
景江苑业主服务中心专业服务2017年9月份工作计划: 56    0
景江苑业主服务中心专业服务2018年 2月份工作计划: 25    0
景江苑业主服务中心给全体业主拜年啦: 46    0
景江苑元宵民俗游园会邀请函: 46    0
景江苑元旦特别活动: 13    0
景江苑元旦特别活动-发帖: 89    0
景江苑圣诞活动特辑，快来瞅瞅吧！: 69    0
景江苑小区2016年10月份工作总结: 73    0
景江苑小区2016年11月份工作计划: 179    0
景江苑小区2016年11月工作总结: 16    0
景江苑小区2016年12月工作总结: 33    0
景江苑小区2016年12月工作计划: 39    0
景江苑小区2017年1月工作计划: 120    0
景江苑小区2017年2月份工作计划: 58    0
景江苑小区2017年3月份工作计划: 1    0
景江苑小区业主服务9月中心2017年服务工作报告: 3    0
景江苑小区业主服务中心2016年11月服务工作报告: 10    0
景江苑小区业主服务中心2016年12月工作计划: 22    0
景江苑小区业主服务中心2017年10月服务工作报告: 20    0
景江苑小区业主服务中心2017年11月服务工作报告: 28    0
景江苑小区业主服务中心2017年12月服务工作报告: 17    0
景江苑小区业主服务中心2017年1月服务工作报告: 56    0
景江苑小区业主服务中心2017年2月服务工作报告: 25    0
景江苑小区业主服务中心2017年3月服务工作报告: 27    0
景江苑小区业主服务中心2017年4月服务工作报告: 33    0
景江苑小区业主服务中心2017年5月服务工作报告: 12    0
景江苑小区业主服务中心2017年6月服务工作报告: 17    0
景江苑小区业主服务中心2017年7月服务工作报告: 35    0
景江苑小区业主服务中心2017年8月服务工作报告: 22    0
景江苑小区业主服务中心2017年9月份服务工作报告: 38    0
景江苑小区业主服务中心2018年1月服务工作报告: 21    0
景江苑小区业主服务中心2018年2月服务工作报告: 4    0
景江苑小区停车管理办法: 174    0
景江苑小区春节温馨提示: 44    0
景江苑小区春节特别温馨提示: 56    0
景江苑小区消防实战演习活动报名-发帖: 27    0
景江苑小区消防演习圆满结束: 21    0
景江苑小区清洗水箱检测报告: 82    0
景江苑小区监控和楼宇可视对讲系统改造招标公告: 99    0
景江苑小区车位车牌识别系统启用温馨提示: 53    0
景江苑水景“变身记”: 102    0
景江苑测试公告: 1    0
景江苑管道燃气安检通知: 49    0
景讲堂-冬季篇 秋裤的重要性: 3    0
暑假安全温馨提示: 38    0
服务条款: 22    0
本小区拒绝群租的公告: 110    0
杭州市少儿医保参保人员健康体检通知: 97    0
极品莱山蜜 原产地直销限量抢购-发帖: 32    0
梅雨季节温馨提示: 48    0
欢迎go home: 11    0
欢迎您回家: 273    0
水费: 4591    0
水龙头: 205    0
活动报名填写信息: 63    0
活动测试维斯布鲁克-发帖: 44    0
测试一下banner: 4    0
测试不报名的活动-发帖: 1    0
测试活动001-发帖: 14    0
测试活动002-发帖: 43    0
测试测试测试小区动态测试: 20    0
消杀通知: 41    0
清理楼道堆物通知: 46    0
渗漏修缮提示: 81    0
温馨提示: 491    0
温馨提示：天气转冷，注意出行安全: 24    0
温馨提醒: 133    0
灭鼠通知: 75    0
灯具电路: 480    0
热烈祝贺爱家田螺APP登陆万源城逸郡: 91    0
爱家田螺APP使用指引: 186    0
爱家田螺APP更新紧急通知！: 16    0
爱家田螺APP更新通知！: 77    0
爱家田螺APP缴费功能前期调试通知: 59    0
爱家田螺（APP）支付功能开通的通知: 63    0
物业智能服务工具管家田螺APP升级通知: 26    0
物业费: 1331    0
猜灯谜 闹元宵-发帖: 25    0
猜灯谜 闹元宵|我在东区广场等你哟~: 24    0
生活缴费使用指南: 2    0
生活缴费指南: 32    0
田螺到家  生活无忧: 1    0
田螺到家 生活无忧: 191    0
申领垃圾袋: 1408    0
电子收据: 184    0
电梯整改温馨提示: 134    0
碧景园logo测试: 4    0
秋之雅韵 约会杭州: 104    0
租车位: 31    0
端午节温馨提示: 67    0
管道疏通: 288    0
续费: 43    0
维护全体业主利益  保护小区公共车位: 59    0
缴物业费: 4740    0
缴费小贴士: 100    0
美丽家园项目施工动态: 126    0
美丽家园项目施工动态（三）: 103    0
美丽家园项目施工动态（二）: 84    0
羽毛球场即日向业主开放喽！: 67    0
职业: 35    0
腊八活动: 30    0
腊八节 | 过了腊八就是年: 40    0
致全体居民群众的公开信: 171    0
致小天使们带来的温暖！: 118    0
花香温暖冬的凉气    把最好的送给自己-发帖: 56    0
表扬: 927    0
表扬具体人员: 304    0
装修管理办法: 8    0
议事详情: 229    0
贝尔希斯曼音乐教育: 2    0
车位租售设置: 25    0
车位费: 485    0
车辆信息登记，方便你我他: 191    0
车辆管理规定: 116    0
通   知: 19    0
通 知: 42    0
通知: 129    0
逸郡小区收支报表月度公示通知: 113    0
逸郡第一届业委会工作回顾 暨2017年工作总结: 28    0
邻里圈活动报名列表: 532    0
重新设置密码: 633    0
重要通知: 107    0
重阳节-发帖: 18    0
门窗: 60    0
问我: 2    0
阅读: 1    0
防台风通知: 19    0
防患未然——景江苑“生命通道”清理行动: 74    0
防暑降温，安全用电！: 25    0
防汛防台温馨提醒: 22    0
防火温馨提醒: 62    0
防雪抗冻温馨提示: 13    0
降温通知: 10    0
限量限时！建德严选优质草莓-发帖: 263    0
雨雪天家里如何防冻保温？: 27    0
预防登革热病的公开信: 54    0
高考温馨提示: 34    0
事件ID: 事件总数    最后一日事件数
首页: 265167    1024
我的: 100763    667
邻里圈: 126615    465
我的快递: 151453    451
账单列表: 5214    342
详情: 69216    196
运单信息: 58638    179
生活缴费: 24882    162
爱家田螺客服: 10208    76
个人资料: 6347    73
个人详情: 8782    64
报修详情: 19818    63
维修报修: 11637    62
投诉详情: 20802    61
登录: 7724    56
投诉表扬: 8246    51
个人信息: 2847    40
我的邻里圈资料: 898    36
填写手机号: 3656    35
我的报修单: 5037    34
房屋信息: 1986    26
设置密码: 2092    26
注册成功: 1633    24
出入申请: 3754    23
投诉: 2730    20
消息: 11633    18
留言并评价: 1222    18
通行证: 1270    18
更多: 3783    17
历史签收: 8249    14
账单详情: 2418    14
小区收支: 121    13
关于浙地人家快递领取的通知: 36    12
其他: 544    9
室内漏水: 523    9
支付成功: 2427    8
访客申请: 1315    8
常用电话: 1464    7
我的出入申请: 1489    7
投票: 3104    7
投诉具体人员: 532    7
景江苑业主服务中心专业服务2018年3月份工作计划: 16    7
爆料详情: 1340    7
xiaoqudongtai: 56    6
车位信息: 1284    6
邻里、社区、物业一家亲——公明物业元宵活动圆满落幕: 18    6
邻里生活: 883    6
未评价: 354    5
关于小区油漆保养的温馨提示: 19    4
关于我们: 774    3
我的账单: 14593    3
专题详情: 284    2
发生地点: 456    2
天水最可爱的人，是他们奋不顾身第一时间冲进火场！: 66    2
意见建议: 462    2
昵称: 76    2
欢迎回家: 93    2
浙地人家业主，欢迎您回家: 11    2
物品放行申请: 476    2
车位详情: 295    2
迎新送福，“自己写春联”活动特刊！: 75    2
邻里求助: 267    2
门禁: 336    2
【新春送福】天水家园物业服务中心送春联啦！: 44    1
不文明养狗行为大曝光: 87    1
个性签名: 24    1
今天，景江苑除雪防冻第一线的背影: 50    1
任务详情: 99    1
修改姓名: 285    1
公明物业向您问好: 49    1
关于39幢114单元一楼通道着火情况的通报: 89    1
关于不在小区燃放烟花爆竹的倡议: 72    1
关于不在小区燃放烟花爆竹的倡议书: 22    1
关于小区用户电表箱相继起火及处置情况报道: 67    1
关于开通天水家园交纳物业费渠道的告知: 270    1
关怀暖人心|社区、业委会慰问物业安保人员: 63    1
厨卫: 259    1
新手操作指南: 167    1
条形码扫描: 402    1
电梯: 392    1
表扬详情: 2177    1
这款超管用的App，你真的不要下一个?: 10    1
邻里活动: 69    1
邻里闲置: 177    1
: 882    0
      维护全体业主利益  保护小区公共车位: 23    0
    腊八节来一碗腊八粥: 73    0
 景江苑业主服务中心专业服务2018年1月份工作计划: 45    0
 温馨提醒: 80    0
2017年10月物业服务工作报告: 58    0
2017年8月逸郡小区物业服务工作报告: 70    0
2017年9月逸郡小区物业服务工作报告: 81    0
2017年度逸郡小区优秀志愿者表彰: 31    0
2017年逸郡客服中心工作总结暨2018年工作目标: 20    0
2018元旦特别活动开始咯，快来瞧瞧吧~: 139    0
2018年1月物业服务工作报告: 30    0
2018年度物业费缴费优惠活动: 15    0
7-8幢无主车辆认领的通知: 34    0
mobileEditor测试: 1    0
zzzzzzzz: 26    0
|紧急提醒|下雨！下雪！刮大风！最凶险的天气来了~: 25    0
|紧急提醒|大降温！下雨！下雪！刮大风！最凶险的天气来了~: 4    0
“同心同力”备战双十一: 106    0
【保卫】你堵住的不仅仅是楼道，是生命通道！: 39    0
【圣诞老人来敲门】-发帖: 60    0
万源城“邻里美食节”活动通知: 49    0
万源城逸郡第一届业委会工作回顾 暨2017年工作总结: 9    0
与业主关系: 77    0
世界狂犬病日宣传活动: 13    0
业主大大，物业喊你批阅近期工作汇报啦！: 264    0
业主真实姓名: 84    0
业委会重点工作会议纪要: 46    0
中元节温馨提示: 59    0
中秋假期值班告示: 35    0
为您的安全出行开道: 35    0
亲子活动大片集锦，快看谁是最萌“景江宝贝”！: 116    0
从今天开始，迎接春节！: 39    0
付款: 4011    0
代收2016年费用的通知: 75    0
住宅公共维修费: 173    0
停水通知: 96    0
停车场: 199    0
催费通知: 40    0
元宵民俗游园会: 18    0
元宵灯谜活动-发帖: 5    0
元旦特别活动-发帖: 148    0
免费参加消防演习，增强应急求生能力-发帖: 17    0
免费注射狂犬疫苗通知: 62    0
公共权益声明: 39    0
公共水电: 126    0
公共照明: 459    0
公共设备: 221    0
公告: 78    0
公明物业向全体业主问好: 123    0
公明物业向您问好！: 8    0
公明物业在天水家园（一期）干了啥？: 35    0
共创美好家园: 66    0
共创美好家园-工程整改: 92    0
关于1-2单元停电通知: 81    0
关于13幢42单元自行车库配电箱起火的情况说明: 67    0
关于2016年杭州马拉松滨江段交通管制的温馨提醒: 96    0
关于24幢49单元自行车库漏水维修通知: 72    0
关于2月5日白天短时停电的通知: 57    0
关于2月8日白天间歇性停电的通知: 45    0
关于之江社区文艺演出通知: 58    0
关于停车费到期的温馨提: 44    0
关于停车费到期的温馨提醒: 70    0
关于公共部位清理的紧急通知: 70    0
关于加强丰巢快递柜前快递堆放管理的通知: 60    0
关于单元楼道及地下室车库清理通知: 100    0
关于及时缴纳物业服务费及水费的公告: 49    0
关于召开2018年逸郡业主迎春座谈会的通知: 43    0
关于召开业主大会对外墙渗水施工单位确定的通知: 50    0
关于园区老鼠消杀工作进度通告: 53    0
关于地下车库维修的通知: 28    0
关于外墙渗水维修顺延的通知: 21    0
关于外墙渗漏修补的温馨提示: 31    0
关于外来人员必须提前验证后方可进入的通知: 39    0
关于天水家园39幢114单元一楼通道着火情况的通报: 4    0
关于安全使用电梯的温馨提示: 61    0
关于对儿童乐园塑胶地坪进行更新的公告: 41    0
关于对公共区域进行蚊虫消杀的通知: 4    0
关于对外墙渗水施工单位投票的通知: 16    0
关于对外墙渗水面积重新统计的通知: 21    0
关于小区中、高层区停水的公告: 205    0
关于小区入口标识牌更换的工作推进报告: 135    0
关于小区楼道、地下室杂物清理通知: 67    0
关于延长太实物业服务期限的公告: 75    0
关于开展2018年度物业费缴费优惠活动的公告: 14    0
关于快递员包裹寄存物业中心流程: 31    0
关于快递领取的温馨提示: 128    0
关于招募小区志愿者公告: 121    0
关于景江苑小区2016年度消防演习的通知: 35    0
关于景江苑小区取件通知: 154    0
关于更换物业服务APP通知: 129    0
关于爱家田螺APP车位费生成账单期限公告: 154    0
关于爱家田螺下载注册的说明: 15    0
关于爱家田螺车位管理费在线缴纳功能上线通知: 103    0
关于物业中心快递寄存服务与相关问题公告: 176    0
关于物业中心快递寄存服务公告: 15    0
关于组建外墙施工督查小组的通知: 19    0
关于联合催缴小区物业服务费用的公告: 111    0
关于车位信息系统上线通知: 265    0
关于配合做好小区外破损路面 修复和改造工作的公告: 93    0
关于防御暴雨的温馨提示: 50    0
再次停水通知: 19    0
冬季家电清洗大优惠-发帖: 53    0
冬季家电清洗大优惠活动-发帖: 18    0
冬季家电清洗大特惠-发帖: 121    0
冬季防火防盗安全温馨提示: 26    0
包警长卖菊花-发帖: 44    0
包警长卖身活动测试-发帖: 5    0
包警长卖身测试-发帖: 4    0
包警长卖身测试1-发帖: 3    0
区文明办“滨滨有礼”倡议书: 11    0
十里桃林  赏春攻略: 197    0
十里桃林 赏春攻略: 6    0
十里桃花联谊会: 29    0
卖木炭-发帖: 5    0
卖草莓咯-发帖: 3    0
双十一风波，您的快递“火了”！: 79    0
发帖: 60    0
可视对讲: 224    0
台风温馨提醒: 82    0
告燃气用户书: 92    0
周报: 52    0
回复: 181    0
国庆中秋同庆: 47    0
圣诞活动-发帖: 32    0
圣诞特惠 月订鲜花服务-发帖: 55    0
圣诞特惠 花香温暖冬的凉气-发帖: 9    0
圣诞老人来敲门-发帖: 298    0
圣诞节活动: 1    0
圣诞节活动-发帖: 549    0
在甜品里邂逅中国风: 163    0
夏季防火温馨提示: 32    0
大家电: 145    0
天气变化温馨提示: 26    0
